JobTitle	Skill	MalePercentage
retail salespersons	Demonstrate products to consumers.	51,5
retail salespersons	Advise customers on the use of products or services.	51,5
retail salespersons	Assist customers with product selection.	51,5
retail salespersons	Sell products or services.	51,5
retail salespersons	Answer customer questions about goods or services.	51,5
retail salespersons	Arrange services or reservations for patrons.	51,5
retail salespersons	Monitor work areas to provide security.	51,5
retail salespersons	Package materials or products.	51,5
retail salespersons	Clean work areas.	51,5
retail salespersons	Reconcile records of sales or other financial transactions.	51,5
retail salespersons	Estimate costs or terms of sales.	51,5
retail salespersons	Prepare sales or other contracts.	51,5
retail salespersons	Gather customer or product information to determine customer needs.	51,5
retail salespersons	Recommend products or services to customers.	51,5
retail salespersons	Process sales or other transactions.	51,5
retail salespersons	Calculate costs of goods or services.	51,5
retail salespersons	Explain technical product or service information to customers.	51,5
advertising sales agents	Distribute promotional literature or samples to customers.	50,3
advertising sales agents	Study product information to acquire professional knowledge.	50,3
advertising sales agents	Identify potential customers.	50,3
advertising sales agents	Negotiate sales or lease agreements for products or services.	50,3
advertising sales agents	Develop marketing plans or strategies.	50,3
advertising sales agents	Deliver promotional presentations to current or prospective customers.	50,3
advertising sales agents	Accompany patients or clients on outings to provide assistance.	50,3
advertising sales agents	Develop professional relationships or networks.	50,3
advertising sales agents	Develop content for sales presentations or other materials.	50,3
advertising sales agents	Schedule operational activities.	50,3
advertising sales agents	Contact current or potential customers to promote products or services.	50,3
advertising sales agents	Estimate costs or terms of sales.	50,3
advertising sales agents	Attend events to develop professional knowledge.	50,3
advertising sales agents	Prepare sales or other contracts.	50,3
advertising sales agents	Prepare documentation for contracts, transactions, or regulatory compliance.	50,3
advertising sales agents	Gather customer or product information to determine customer needs.	50,3
advertising sales agents	Develop proposals for current or prospective customers.	50,3
advertising sales agents	Present work to clients for approval.	50,3
advertising sales agents	Process sales or other transactions.	50,3
advertising sales agents	Explain technical product or service information to customers.	50,3
insurance sales agents	Study product information to acquire professional knowledge.	49,4
insurance sales agents	Take product orders from customers.	49,4
insurance sales agents	Identify potential customers.	49,4
insurance sales agents	Examine condition of property or products.	49,4
insurance sales agents	Manage information technology projects or system activities.	49,4
insurance sales agents	Maintain records of sales or other business transactions.	49,4
insurance sales agents	Develop marketing plans or strategies.	49,4
insurance sales agents	Sell products or services.	49,4
insurance sales agents	Review accuracy of sales or other transactions.	49,4
insurance sales agents	Resolve computer software problems.	49,4
insurance sales agents	Examine documents to verify adherence to requirements.	49,4
insurance sales agents	Explain financial information to customers.	49,4
insurance sales agents	Attend events to develop professional knowledge.	49,4
insurance sales agents	Install computer software.	49,4
insurance sales agents	Prepare sales or other contracts.	49,4
insurance sales agents	Gather customer or product information to determine customer needs.	49,4
insurance sales agents	Process sales or other transactions.	49,4
insurance sales agents	Customize financial products or services to meet customer needs.	49,4
insurance sales agents	Calculate costs of goods or services.	49,4
insurance sales agents	Develop professional relationships or networks.	49,4
securities commodities and financial services sales agents	Purchase products or services.	70
securities commodities and financial services sales agents	Monitor sales activities.	70
securities commodities and financial services sales agents	Analyze market conditions or trends.	70
securities commodities and financial services sales agents	Prepare financial documents, reports, or budgets.	70
securities commodities and financial services sales agents	Share sales-related or market information with colleagues.	70
securities commodities and financial services sales agents	Maintain records of sales or other business transactions.	70
securities commodities and financial services sales agents	Sell products or services.	70
securities commodities and financial services sales agents	Gather information in order to provide services to clients.	70
securities commodities and financial services sales agents	Develop professional relationships or networks.	70
securities commodities and financial services sales agents	Supervise sales or support personnel.	70
securities commodities and financial services sales agents	Review accuracy of sales or other transactions.	70
securities commodities and financial services sales agents	Negotiate purchases or contracts.	70
securities commodities and financial services sales agents	Analyze business or financial data.	70
securities commodities and financial services sales agents	Negotiate prices or other sales terms.	70
securities commodities and financial services sales agents	Explain financial information to customers.	70
securities commodities and financial services sales agents	Contact current or potential customers to promote products or services.	70
securities commodities and financial services sales agents	Coordinate activities with suppliers, contractors, clients, or other departments.	70
securities commodities and financial services sales agents	Monitor market conditions or trends.	70
securities commodities and financial services sales agents	Estimate costs or terms of sales.	70
securities commodities and financial services sales agents	Prepare sales or other contracts.	70
securities commodities and financial services sales agents	Identify investment opportunities or strategies.	70
securities commodities and financial services sales agents	Gather customer or product information to determine customer needs.	70
securities commodities and financial services sales agents	Develop proposals for current or prospective customers.	70
securities commodities and financial services sales agents	Process sales or other transactions.	70
securities commodities and financial services sales agents	Customize financial products or services to meet customer needs.	70
securities commodities and financial services sales agents	Calculate costs of goods or services.	70
securities commodities and financial services sales agents	Explain technical product or service information to customers.	70
travel agents	Prepare sales or other contracts.	14
travel agents	Distribute promotional literature or samples to customers.	14
travel agents	Gather customer or product information to determine customer needs.	14
travel agents	Sell products or services.	14
travel agents	Record operational details of travel.	14
travel agents	Process sales or other transactions.	14
travel agents	Calculate costs of goods or services.	14
travel agents	Retrieve information from electronic sources.	14
doortodoor sales workers news and street vendors and related workers	Distribute promotional literature or samples to customers.	40,5
doortodoor sales workers news and street vendors and related workers	Demonstrate products to consumers.	40,5
doortodoor sales workers news and street vendors and related workers	Purchase stocks of merchandise or supplies.	40,5
doortodoor sales workers news and street vendors and related workers	Sell products or services.	40,5
doortodoor sales workers news and street vendors and related workers	Take product orders from customers.	40,5
doortodoor sales workers news and street vendors and related workers	Answer customer questions about goods or services.	40,5
doortodoor sales workers news and street vendors and related workers	Stock products or parts.	40,5
doortodoor sales workers news and street vendors and related workers	Set up merchandise displays.	40,5
doortodoor sales workers news and street vendors and related workers	Contact current or potential customers to promote products or services.	40,5
doortodoor sales workers news and street vendors and related workers	Process sales or other transactions.	40,5
doortodoor sales workers news and street vendors and related workers	Identify potential customers.	40,5
doortodoor sales workers news and street vendors and related workers	Coordinate sales campaigns.	40,5
doortodoor sales workers news and street vendors and related workers	Arrange delivery of goods or services.	40,5
doortodoor sales workers news and street vendors and related workers	Explain technical product or service information to customers.	40,5
firstline supervisors of office and administrative support workers	Confer with coworkers to coordinate work activities.	31,5
firstline supervisors of office and administrative support workers	Train personnel.	31,5
firstline supervisors of office and administrative support workers	Analyze financial information.	31,5
firstline supervisors of office and administrative support workers	Prepare research or technical reports.	31,5
firstline supervisors of office and administrative support workers	Provide information to coworkers.	31,5
firstline supervisors of office and administrative support workers	Monitor inventories of products or materials.	31,5
firstline supervisors of office and administrative support workers	Supervise clerical or administrative personnel.	31,5
firstline supervisors of office and administrative support workers	Calculate financial data.	31,5
firstline supervisors of office and administrative support workers	Maintain current knowledge related to work activities.	31,5
firstline supervisors of office and administrative support workers	Report maintenance or equipment problems to appropriate personnel.	31,5
firstline supervisors of office and administrative support workers	Develop organizational policies or programs.	31,5
firstline supervisors of office and administrative support workers	Examine documents to verify adherence to requirements.	31,5
firstline supervisors of office and administrative support workers	Explain regulations, policies, or procedures.	31,5
firstline supervisors of office and administrative support workers	Prepare employee work schedules.	31,5
firstline supervisors of office and administrative support workers	Administer personnel recruitment or hiring activities.	31,5
firstline supervisors of office and administrative support workers	Respond to customer problems or complaints.	31,5
firstline supervisors of office and administrative support workers	Compile data or documentation.	31,5
firstline supervisors of office and administrative support workers	Record personnel information.	31,5
firstline supervisors of office and administrative support workers	Plan facility layouts or designs.	31,5
firstline supervisors of office and administrative support workers	Maintain inventory records.	31,5
firstline supervisors of office and administrative support workers	Coordinate operational activities.	31,5
firstline supervisors of office and administrative support workers	Perform administrative or clerical tasks.	31,5
bill and account collectors	File documents or records.	19,2
bill and account collectors	Provide notifications to customers or patrons.	19,2
bill and account collectors	Collect deposits, payments or fees.	19,2
bill and account collectors	Provide information to coworkers.	19,2
bill and account collectors	Obtain personal or financial information about customers or applicants.	19,2
bill and account collectors	Negotiate financial arrangements.	19,2
bill and account collectors	Respond to customer problems or complaints.	19,2
bill and account collectors	Sort mail.	19,2
bill and account collectors	Discuss account status or activity with customers or patrons.	19,2
bill and account collectors	Interview employees, customers, or others to collect information.	19,2
bill and account collectors	Maintain financial or account records.	19,2
bill and account collectors	Maintain medical records.	19,2
bill and account collectors	Monitor financial information.	19,2
billing and posting clerks	Analyze financial information.	10,5
billing and posting clerks	Provide information to coworkers.	10,5
billing and posting clerks	Discuss account status or activity with customers or patrons.	10,5
billing and posting clerks	Prepare financial documents, reports, or budgets.	10,5
billing and posting clerks	Maintain office equipment in proper operating condition.	10,5
billing and posting clerks	Order materials, supplies, or equipment.	10,5
billing and posting clerks	Operate office equipment.	10,5
billing and posting clerks	Calculate financial data.	10,5
billing and posting clerks	Answer telephones to direct calls or provide information.	10,5
billing and posting clerks	Report maintenance or equipment problems to appropriate personnel.	10,5
billing and posting clerks	Maintain financial or account records.	10,5
billing and posting clerks	Route mail to correct destinations.	10,5
billing and posting clerks	Explain regulations, policies, or procedures.	10,5
billing and posting clerks	Monitor equipment operation to ensure proper functioning.	10,5
billing and posting clerks	Reconcile records of sales or other financial transactions.	10,5
billing and posting clerks	Verify accuracy of financial or transactional data.	10,5
billing and posting clerks	Respond to customer problems or complaints.	10,5
billing and posting clerks	Execute sales or other financial transactions.	10,5
billing and posting clerks	Prepare financial documents.	10,5
billing and posting clerks	Prepare documentation for contracts, transactions, or regulatory compliance.	10,5
billing and posting clerks	Weigh parcels to determine shipping costs.	10,5
billing and posting clerks	Prepare informational or reference materials.	10,5
billing and posting clerks	Calculate shipping costs.	10,5
billing and posting clerks	Maintain operational records.	10,5
billing and posting clerks	Schedule appointments.	10,5
billing and posting clerks	Search files, databases or reference materials to obtain needed information.	10,5
billing and posting clerks	Calculate costs of goods or services.	10,5
bookkeeping accounting and auditing clerks	File documents or records.	11,5
bookkeeping accounting and auditing clerks	Monitor organizational compliance with regulations.	11,5
bookkeeping accounting and auditing clerks	Monitor financial information.	11,5
bookkeeping accounting and auditing clerks	Convert data among multiple digital or analog formats.	11,5
bookkeeping accounting and auditing clerks	Operate office equipment.	11,5
bookkeeping accounting and auditing clerks	Calculate financial data.	11,5
bookkeeping accounting and auditing clerks	Code data or other information.	11,5
bookkeeping accounting and auditing clerks	Operate computers or computerized equipment.	11,5
bookkeeping accounting and auditing clerks	Answer telephones to direct calls or provide information.	11,5
bookkeeping accounting and auditing clerks	Maintain financial or account records.	11,5
bookkeeping accounting and auditing clerks	Reconcile records of sales or other financial transactions.	11,5
bookkeeping accounting and auditing clerks	Verify accuracy of financial or transactional data.	11,5
bookkeeping accounting and auditing clerks	Prepare cash for deposit or disbursement.	11,5
bookkeeping accounting and auditing clerks	Compile data or documentation.	11,5
bookkeeping accounting and auditing clerks	Execute sales or other financial transactions.	11,5
bookkeeping accounting and auditing clerks	Prepare documentation for contracts, transactions, or regulatory compliance.	11,5
bookkeeping accounting and auditing clerks	Collect deposits, payments or fees.	11,5
bookkeeping accounting and auditing clerks	Maintain inventory records.	11,5
bookkeeping accounting and auditing clerks	Search files, databases or reference materials to obtain needed information.	11,5
bookkeeping accounting and auditing clerks	Calculate costs of goods or services.	11,5
payroll and timekeeping clerks	Prepare documentation for contracts, transactions, or regulatory compliance.	14,8
payroll and timekeeping clerks	Distribute materials to employees or customers.	14,8
payroll and timekeeping clerks	Calculate financial data.	14,8
payroll and timekeeping clerks	Record personnel information.	14,8
payroll and timekeeping clerks	Maintain current knowledge related to work activities.	14,8
payroll and timekeeping clerks	Reconcile records of sales or other financial transactions.	14,8
payroll and timekeeping clerks	Provide information to coworkers.	14,8
payroll and timekeeping clerks	Verify employee information.	14,8
payroll and timekeeping clerks	Check data for recording errors.	14,8
payroll and timekeeping clerks	Compile data or documentation.	14,8
payroll and timekeeping clerks	Train others in operational procedures.	14,8
payroll and timekeeping clerks	Execute sales or other financial transactions.	14,8
payroll and timekeeping clerks	Coordinate operational activities.	14,8
payroll and timekeeping clerks	Prepare research or technical reports.	14,8
payroll and timekeeping clerks	Enter information into databases or software programs.	14,8
tellers	Type documents.	15,3
tellers	File documents or records.	15,3
tellers	Prepare business correspondence.	15,3
tellers	Enter information into databases or software programs.	15,3
tellers	Order materials, supplies, or equipment.	15,3
tellers	Issue documentation or identification to customers or employees.	15,3
tellers	Sell products or services.	15,3
tellers	Calculate financial data.	15,3
tellers	Answer customer questions about goods or services.	15,3
tellers	Answer telephones to direct calls or provide information.	15,3
tellers	Maintain financial or account records.	15,3
tellers	Explain regulations, policies, or procedures.	15,3
tellers	Prepare employee work schedules.	15,3
tellers	Verify accuracy of financial or transactional data.	15,3
tellers	Prepare cash for deposit or disbursement.	15,3
tellers	Respond to customer problems or complaints.	15,3
tellers	Execute sales or other financial transactions.	15,3
tellers	Collect deposits, payments or fees.	15,3
tellers	Interpret financial information for others.	15,3
tellers	Obtain personal or financial information about customers or applicants.	15,3
tellers	Send information, materials or documentation.	15,3
tellers	Calculate costs of goods or services.	15,3
court municipal and license clerks	Train personnel.	24,7
court municipal and license clerks	Analyze financial information.	24,7
court municipal and license clerks	Manage clerical or administrative activities.	24,7
court municipal and license clerks	Provide information to the general public.	24,7
court municipal and license clerks	Maintain office equipment in proper operating condition.	24,7
court municipal and license clerks	Prepare legal documents.	24,7
court municipal and license clerks	Issue documentation or identification to customers or employees.	24,7
court municipal and license clerks	Coordinate operational activities.	24,7
court municipal and license clerks	Code data or other information.	24,7
court municipal and license clerks	Answer telephones to direct calls or provide information.	24,7
court municipal and license clerks	Examine documents to verify adherence to requirements.	24,7
court municipal and license clerks	Maintain financial or account records.	24,7
court municipal and license clerks	Communicate with government agencies.	24,7
court municipal and license clerks	Distribute materials to employees or customers.	24,7
court municipal and license clerks	Explain regulations, policies, or procedures.	24,7
court municipal and license clerks	Verify accuracy of financial or transactional data.	24,7
court municipal and license clerks	Coordinate legal schedules or activities.	24,7
court municipal and license clerks	Interview employees, customers, or others to collect information.	24,7
court municipal and license clerks	Record information from meetings or other formal proceedings.	24,7
court municipal and license clerks	Prepare documentation for contracts, transactions, or regulatory compliance.	24,7
court municipal and license clerks	Collect deposits, payments or fees.	24,7
court municipal and license clerks	Prepare informational or reference materials.	24,7
court municipal and license clerks	Proofread documents, records, or other files to ensure accuracy.	24,7
court municipal and license clerks	Issue certificates or licenses.	24,7
court municipal and license clerks	Record information about legal matters.	24,7
court municipal and license clerks	Schedule appointments.	24,7
court municipal and license clerks	Search files, databases or reference materials to obtain needed information.	24,7
court municipal and license clerks	Perform administrative or clerical tasks.	24,7
customer service representatives	Recommend packing or shipping methods.	35,8
customer service representatives	Provide notifications to customers or patrons.	35,8
customer service representatives	Collect deposits, payments or fees.	35,8
customer service representatives	Prepare documentation for contracts, transactions, or regulatory compliance.	35,8
customer service representatives	Review customer insurance information.	35,8
customer service representatives	Process customer bills or payments.	35,8
customer service representatives	Discuss goods or services information with customers or patrons.	35,8
customer service representatives	Verify accuracy of financial or transactional data.	35,8
customer service representatives	Promote products, services, or programs.	35,8
customer service representatives	Respond to customer problems or complaints.	35,8
customer service representatives	Execute sales or other financial transactions.	35,8
customer service representatives	Coordinate operational activities.	35,8
customer service representatives	Inspect items for damage or defects.	35,8
customer service representatives	Maintain financial or account records.	35,8
customer service representatives	Calculate costs of goods or services.	35,8
customer service representatives	Refer customers to appropriate personnel.	35,8
eligibility interviewers government programs	Prepare documentation for contracts, transactions, or regulatory compliance.	19,9
eligibility interviewers government programs	Calculate financial data.	19,9
eligibility interviewers government programs	Explain regulations, policies, or procedures.	19,9
eligibility interviewers government programs	Investigate personal characteristics or activities of individuals.	19,9
eligibility interviewers government programs	Monitor financial information.	19,9
eligibility interviewers government programs	Provide information to coworkers.	19,9
eligibility interviewers government programs	Obtain personal or financial information about customers or applicants.	19,9
eligibility interviewers government programs	Interview employees, customers, or others to collect information.	19,9
eligibility interviewers government programs	Compile data or documentation.	19,9
eligibility interviewers government programs	Record information about legal matters.	19,9
eligibility interviewers government programs	Schedule appointments.	19,9
eligibility interviewers government programs	Administer personnel recruitment or hiring activities.	19,9
eligibility interviewers government programs	Assist individuals with paperwork.	19,9
eligibility interviewers government programs	Refer customers to appropriate personnel.	19,9
file clerks	Type documents.	16,9
file clerks	Read materials to determine needed actions.	16,9
file clerks	Operate office equipment.	16,9
file clerks	File documents or records.	16,9
file clerks	Develop data analysis or data management procedures.	16,9
file clerks	Track goods or materials.	16,9
file clerks	Provide information to coworkers.	16,9
file clerks	Maintain inventory records.	16,9
file clerks	Verify accuracy of financial or transactional data.	16,9
file clerks	Sort mail.	16,9
file clerks	Compile data or documentation.	16,9
file clerks	Store items.	16,9
file clerks	Search files, databases or reference materials to obtain needed information.	16,9
file clerks	Examine documents to verify adherence to requirements.	16,9
file clerks	Store records or related materials.	16,9
file clerks	Enter information into databases or software programs.	16,9
file clerks	Attach identification information to products, items or containers.	16,9
hotel motel and resort desk clerks	Greet customers, patrons, or visitors.	25,4
hotel motel and resort desk clerks	Discuss goods or services information with customers or patrons.	25,4
hotel motel and resort desk clerks	Provide information to coworkers.	25,4
hotel motel and resort desk clerks	Clean facilities or equipment.	25,4
hotel motel and resort desk clerks	Sort mail.	25,4
hotel motel and resort desk clerks	Discuss account status or activity with customers or patrons.	25,4
hotel motel and resort desk clerks	Make travel, accommodations, or entertainment arrangements for others.	25,4
hotel motel and resort desk clerks	Supervise clerical or administrative personnel.	25,4
hotel motel and resort desk clerks	Report maintenance or equipment problems to appropriate personnel.	25,4
hotel motel and resort desk clerks	Maintain financial or account records.	25,4
hotel motel and resort desk clerks	Distribute materials to employees or customers.	25,4
hotel motel and resort desk clerks	Prepare employee work schedules.	25,4
hotel motel and resort desk clerks	Verify accuracy of financial or transactional data.	25,4
hotel motel and resort desk clerks	Execute sales or other financial transactions.	25,4
hotel motel and resort desk clerks	Operate communications equipment or systems.	25,4
hotel motel and resort desk clerks	Arrange food for serving.	25,4
hotel motel and resort desk clerks	Store items.	25,4
hotel motel and resort desk clerks	Refer customers to appropriate personnel.	25,4
hotel motel and resort desk clerks	Collect deposits, payments or fees.	25,4
hotel motel and resort desk clerks	Calculate costs of goods or services.	25,4
interviewers except eligibility and loan	Confer with coworkers to coordinate work activities.	14,5
interviewers except eligibility and loan	Select staff, team members, or performers.	14,5
interviewers except eligibility and loan	Collect deposits, payments or fees.	14,5
interviewers except eligibility and loan	Code data or other information.	14,5
interviewers except eligibility and loan	Prepare research or technical reports.	14,5
interviewers except eligibility and loan	Explain regulations, policies, or procedures.	14,5
interviewers except eligibility and loan	Resolve operational performance problems.	14,5
interviewers except eligibility and loan	Answer telephones to direct calls or provide information.	14,5
interviewers except eligibility and loan	Verify accuracy of financial or transactional data.	14,5
interviewers except eligibility and loan	Obtain personal or financial information about customers or applicants.	14,5
interviewers except eligibility and loan	Interview employees, customers, or others to collect information.	14,5
interviewers except eligibility and loan	Supervise clerical or administrative personnel.	14,5
interviewers except eligibility and loan	Compile data or documentation.	14,5
interviewers except eligibility and loan	Check data for recording errors.	14,5
interviewers except eligibility and loan	Negotiate financial arrangements.	14,5
interviewers except eligibility and loan	Assist individuals with paperwork.	14,5
interviewers except eligibility and loan	Analyze operational or research data.	14,5
interviewers except eligibility and loan	Recruit personnel.	14,5
library assistants clerical	Type documents.	18,6
library assistants clerical	Inspect items for damage or defects.	18,6
library assistants clerical	Provide customer service to clients or users.	18,6
library assistants clerical	Maintain inventories of materials, equipment, or products.	18,6
library assistants clerical	Manage clerical or administrative activities.	18,6
library assistants clerical	Package objects for shipping.	18,6
library assistants clerical	Sort mail.	18,6
library assistants clerical	Develop computer or online applications.	18,6
library assistants clerical	Maintain security.	18,6
library assistants clerical	Deliver items.	18,6
library assistants clerical	Enter information into databases or software programs.	18,6
library assistants clerical	Maintain office equipment in proper operating condition.	18,6
library assistants clerical	Supervise clerical or administrative personnel.	18,6
library assistants clerical	Order materials, supplies, or equipment.	18,6
library assistants clerical	Issue documentation or identification to customers or employees.	18,6
library assistants clerical	Operate office equipment.	18,6
library assistants clerical	Plan special events.	18,6
library assistants clerical	Calculate financial data.	18,6
library assistants clerical	Arrange items for use or display.	18,6
library assistants clerical	Answer telephones to direct calls or provide information.	18,6
library assistants clerical	Track goods or materials.	18,6
library assistants clerical	Demonstrate activity techniques or equipment use.	18,6
library assistants clerical	Process library materials.	18,6
library assistants clerical	Maintain financial or account records.	18,6
library assistants clerical	Store records or related materials.	18,6
library assistants clerical	Repair books or other printed material.	18,6
library assistants clerical	Attach identification information to products, items or containers.	18,6
library assistants clerical	Distribute materials to employees or customers.	18,6
library assistants clerical	Prepare employee work schedules.	18,6
library assistants clerical	Plan educational activities.	18,6
library assistants clerical	Refer customers to appropriate personnel.	18,6
library assistants clerical	Prepare documentation for contracts, transactions, or regulatory compliance.	18,6
library assistants clerical	Collect deposits, payments or fees.	18,6
library assistants clerical	Maintain electronic equipment.	18,6
library assistants clerical	Maintain inventory records.	18,6
library assistants clerical	Sort materials or products.	18,6
library assistants clerical	Send information, materials or documentation.	18,6
library assistants clerical	Prepare research or technical reports.	18,6
loan interviewers and clerks	Type documents.	23,2
loan interviewers and clerks	Provide notifications to customers or patrons.	23,2
loan interviewers and clerks	Prepare documentation for contracts, transactions, or regulatory compliance.	23,2
loan interviewers and clerks	Collect deposits, payments or fees.	23,2
loan interviewers and clerks	Prepare business correspondence.	23,2
loan interviewers and clerks	Calculate financial data.	23,2
loan interviewers and clerks	Arrange insurance coverage.	23,2
loan interviewers and clerks	Monitor financial information.	23,2
loan interviewers and clerks	Verify accuracy of financial or transactional data.	23,2
loan interviewers and clerks	Obtain personal or financial information about customers or applicants.	23,2
loan interviewers and clerks	Interview employees, customers, or others to collect information.	23,2
loan interviewers and clerks	Compile data or documentation.	23,2
loan interviewers and clerks	Schedule appointments.	23,2
loan interviewers and clerks	Discuss account status or activity with customers or patrons.	23,2
loan interviewers and clerks	Negotiate financial arrangements.	23,2
loan interviewers and clerks	Maintain financial or account records.	23,2
loan interviewers and clerks	Determine the value of goods or services.	23,2
order clerks	Confer with coworkers to coordinate work activities.	46,7
order clerks	File documents or records.	46,7
order clerks	Discuss goods or services information with customers or patrons.	46,7
order clerks	Manage clerical or administrative activities.	46,7
order clerks	Provide information to coworkers.	46,7
order clerks	Monitor inventories of products or materials.	46,7
order clerks	Recommend packing or shipping methods.	46,7
order clerks	Calculate financial data.	46,7
order clerks	Provide notifications to customers or patrons.	46,7
order clerks	Inspect shipments to ensure correct order fulfillment.	46,7
order clerks	Verify accuracy of financial or transactional data.	46,7
order clerks	Promote products, services, or programs.	46,7
order clerks	Respond to customer problems or complaints.	46,7
order clerks	Compile data or documentation.	46,7
order clerks	Prepare documentation for contracts, transactions, or regulatory compliance.	46,7
order clerks	Collect deposits, payments or fees.	46,7
order clerks	Calculate shipping costs.	46,7
order clerks	Obtain personal or financial information about customers or applicants.	46,7
order clerks	Maintain inventory records.	46,7
order clerks	Send information, materials or documentation.	46,7
order clerks	Inspect items for damage or defects.	46,7
order clerks	Calculate costs of goods or services.	46,7
human resources assistants except payroll and timekeeping	Issue documentation or identification to customers or employees.	18,8
human resources assistants except payroll and timekeeping	Train personnel.	18,8
human resources assistants except payroll and timekeeping	Record personnel information.	18,8
human resources assistants except payroll and timekeeping	Explain regulations, policies, or procedures.	18,8
human resources assistants except payroll and timekeeping	Set up classroom materials or equipment.	18,8
human resources assistants except payroll and timekeeping	Administer compensation or benefits programs.	18,8
human resources assistants except payroll and timekeeping	Obtain personal or financial information about customers or applicants.	18,8
human resources assistants except payroll and timekeeping	Administer personnel recruitment or hiring activities.	18,8
human resources assistants except payroll and timekeeping	Compile data or documentation.	18,8
human resources assistants except payroll and timekeeping	Interview employees, customers, or others to collect information.	18,8
human resources assistants except payroll and timekeeping	Search files, databases or reference materials to obtain needed information.	18,8
receptionists and information clerks	File documents or records.	10,7
receptionists and information clerks	Greet customers, patrons, or visitors.	10,7
receptionists and information clerks	Prepare business correspondence.	10,7
receptionists and information clerks	Discuss goods or services information with customers or patrons.	10,7
receptionists and information clerks	Distribute incoming mail.	10,7
receptionists and information clerks	Clean facilities or equipment.	10,7
receptionists and information clerks	Sort mail.	10,7
receptionists and information clerks	Order materials, supplies, or equipment.	10,7
receptionists and information clerks	Operate computers or computerized equipment.	10,7
receptionists and information clerks	Answer telephones to direct calls or provide information.	10,7
receptionists and information clerks	Analyze operational or research data.	10,7
receptionists and information clerks	Provide notifications to customers or patrons.	10,7
receptionists and information clerks	Schedule operational activities.	10,7
receptionists and information clerks	Respond to customer problems or complaints.	10,7
receptionists and information clerks	Guide patrons on tours.	10,7
receptionists and information clerks	Collect deposits, payments or fees.	10,7
receptionists and information clerks	Proofread documents, records, or other files to ensure accuracy.	10,7
receptionists and information clerks	Record personnel information.	10,7
receptionists and information clerks	Schedule appointments.	10,7
receptionists and information clerks	Send information, materials or documentation.	10,7
receptionists and information clerks	Calculate costs of goods or services.	10,7
reservation and transportation ticket agents and travel clerks	Provide notifications to customers or patrons.	41,1
reservation and transportation ticket agents and travel clerks	Collect deposits, payments or fees.	41,1
reservation and transportation ticket agents and travel clerks	Discuss goods or services information with customers or patrons.	41,1
reservation and transportation ticket agents and travel clerks	Explain regulations, policies, or procedures.	41,1
reservation and transportation ticket agents and travel clerks	Assist disabled or incapacitated individuals.	41,1
reservation and transportation ticket agents and travel clerks	Review customer information.	41,1
reservation and transportation ticket agents and travel clerks	Provide transportation information to passengers or customers.	41,1
reservation and transportation ticket agents and travel clerks	Track goods or materials.	41,1
reservation and transportation ticket agents and travel clerks	Maintain inventory records.	41,1
reservation and transportation ticket agents and travel clerks	Clean facilities or equipment.	41,1
reservation and transportation ticket agents and travel clerks	Promote products, services, or programs.	41,1
reservation and transportation ticket agents and travel clerks	Compile data or documentation.	41,1
reservation and transportation ticket agents and travel clerks	Handle luggage or other possessions for patrons.	41,1
reservation and transportation ticket agents and travel clerks	Obtain information about goods or services.	41,1
reservation and transportation ticket agents and travel clerks	Assist individuals with paperwork.	41,1
reservation and transportation ticket agents and travel clerks	Maintain security.	41,1
reservation and transportation ticket agents and travel clerks	Calculate costs of goods or services.	41,1
reservation and transportation ticket agents and travel clerks	Make travel, accommodations, or entertainment arrangements for others.	41,1
couriers and messengers	Confer with coworkers to coordinate work activities.	79,3
couriers and messengers	Maintain mechanical equipment.	79,3
couriers and messengers	Relay information between personnel.	79,3
couriers and messengers	Provide notifications to customers or patrons.	79,3
couriers and messengers	Unload materials or equipment.	79,3
couriers and messengers	Operate office equipment.	79,3
couriers and messengers	File documents or records.	79,3
couriers and messengers	Prepare outgoing mail.	79,3
couriers and messengers	Operate vehicles or material-moving equipment.	79,3
couriers and messengers	Load materials or equipment.	79,3
couriers and messengers	Analyze shipping information to make routing decisions.	79,3
couriers and messengers	Obtain written authorization to perform activities.	79,3
couriers and messengers	Distribute incoming mail.	79,3
couriers and messengers	Sort mail.	79,3
couriers and messengers	Deliver items.	79,3
couriers and messengers	Record shipping information.	79,3
postal service clerks	Load materials or equipment.	44,9
postal service clerks	Sort mail.	44,9
postal service clerks	Deliver items.	44,9
postal service clerks	Order materials, supplies, or equipment.	44,9
postal service clerks	Sell products or services.	44,9
postal service clerks	Receive shipments.	44,9
postal service clerks	Assist individuals with paperwork.	44,9
postal service clerks	Maintain financial or account records.	44,9
postal service clerks	Prepare outgoing mail.	44,9
postal service clerks	Provide notifications to customers or patrons.	44,9
postal service clerks	Explain regulations, policies, or procedures.	44,9
postal service clerks	Obtain written authorization to perform activities.	44,9
postal service clerks	Respond to customer problems or complaints.	44,9
postal service clerks	Execute sales or other financial transactions.	44,9
postal service clerks	Store items.	44,9
postal service clerks	Refer customers to appropriate personnel.	44,9
postal service clerks	Adjust office equipment to ensure proper operation.	44,9
postal service clerks	Weigh parcels to determine shipping costs.	44,9
postal service clerks	Collect deposits, payments or fees.	44,9
postal service clerks	Arrange insurance coverage.	44,9
postal service clerks	Prepare documentation for contracts, transactions, or regulatory compliance.	44,9
postal service clerks	Calculate shipping costs.	44,9
postal service clerks	Verify shipping documentation.	44,9
