JobTitle	Skill	MalePercentage
licensed practical and licensed vocational nurses	refer healthcare users	9,2
licensed practical and licensed vocational nurses	evaluation in specialised nursing care	9,2
licensed practical and licensed vocational nurses	comply with legislation related to health care	9,2
licensed practical and licensed vocational nurses	provide health education	9,2
licensed practical and licensed vocational nurses	promote human rights	9,2
licensed practical and licensed vocational nurses	initiate life preserving measures	9,2
licensed practical and licensed vocational nurses	adapt leadership styles in healthcare	9,2
licensed practical and licensed vocational nurses	inform policy makers on health-related challenges	9,2
licensed practical and licensed vocational nurses	plan nursing care in a specialised field	9,2
licensed practical and licensed vocational nurses	accept own accountability	9,2
licensed practical and licensed vocational nurses	provide professional care in nursing	9,2
licensed practical and licensed vocational nurses	educate on the prevention of illness	9,2
licensed practical and licensed vocational nurses	use electronic health records in nursing	9,2
licensed practical and licensed vocational nurses	communicate in healthcare	9,2
licensed practical and licensed vocational nurses	communicate in specialised nursing care	9,2
licensed practical and licensed vocational nurses	coach individuals in specialised nursing care	9,2
licensed practical and licensed vocational nurses	implement nursing care	9,2
licensed practical and licensed vocational nurses	empathise with the healthcare user	9,2
licensed practical and licensed vocational nurses	interact with healthcare users	9,2
licensed practical and licensed vocational nurses	coordinate care	9,2
loan interviewers and clerks	interpret financial statements	23,2
loan interviewers and clerks	examine credit ratings	23,2
loan interviewers and clerks	analyse financial risk	23,2
loan interviewers and clerks	monitor loan portfolio	23,2
loan interviewers and clerks	consult credit score	23,2
loan interviewers and clerks	inform on interest rates	23,2
loan interviewers and clerks	decide on loan applications	23,2
loan interviewers and clerks	interview bank loanees	23,2
loan interviewers and clerks	maintain credit history of clients	23,2
loan interviewers and clerks	analyse loans	23,2
loan interviewers and clerks	obtain financial information	23,2
lodging managers	promote the use of sustainable transport	50,5
lodging managers	plan multi-agenda event	50,5
lodging managers	create solutions to problems	50,5
lodging managers	implement sales strategies	50,5
lodging managers	coordinate events	50,5
lodging managers	negotiate price	50,5
lodging managers	present reports	50,5
lodging managers	evaluate entertainment programme	50,5
lodging managers	develop entertainment programmes	50,5
lodging managers	implement marketing strategies	50,5
lodging managers	plan events	50,5
lodging managers	manage health and safety standards	50,5
lodging managers	comply with food safety and hygiene	50,5
lodging managers	train employees	50,5
lodging managers	provide tourism related information	50,5
lodging managers	handle customer complaints	50,5
lodging managers	manage staff	50,5
logisticians	analyse supply chain strategies	68,3
logisticians	encourage teams for continuous improvement	68,3
logisticians	liaise with transportation companies	68,3
logisticians	coordinate dock operations	68,3
logisticians	solve operational transport problems	68,3
logisticians	handle stressful situations	68,3
logisticians	control reorder points	68,3
logisticians	develop efficiency plans for logistics operations	68,3
logisticians	perform cost accounting activities	68,3
logisticians	liaise with colleagues	68,3
logisticians	manage the fleet according to planned operations	68,3
logisticians	analyse relation between supply chain improvement and profit	68,3
logisticians	communicate with shipment forwarders	68,3
logisticians	give instructions to staff	68,3
logisticians	ensure continuous preparedness for audits	68,3
logisticians	conduct full-scale emergency plan exercises	68,3
logisticians	work in a logistics team	68,3
logisticians	manage staff	68,3
logisticians	consider economic criteria in decision making	68,3
logisticians	manage dispatch software systems	68,3
logisticians	comply with checklists	68,3
logisticians	analyse supply chain trends	68,3
logisticians	provide operational efficiency training to employees	68,3
logisticians	anticipate the overhaul of the fleet	68,3
machinists	monitor automated machines	94,4
machinists	consult technical resources	94,4
machinists	set up the controller of a machine	94,4
machinists	supply machine	94,4
machinists	supply machine with appropriate tools	94,4
machinists	remove processed workpiece	94,4
machinists	secure working area	94,4
machinists	perform test run	94,4
machinists	troubleshoot	94,4
maids and housekeeping cleaners	iron textiles	11
maids and housekeeping cleaners	clean glass surfaces	11
maids and housekeeping cleaners	wash the dishes	11
maids and housekeeping cleaners	remove dust	11
maids and housekeeping cleaners	clean rooms	11
maids and housekeeping cleaners	maintain personal hygiene standards when cleaning	11
maids and housekeeping cleaners	clean surfaces	11
maids and housekeeping cleaners	ensure cleanliness of food preparation area	11
maids and housekeeping cleaners	clean toilet facilities	11
maids and housekeeping cleaners	vacuum surfaces	11
maids and housekeeping cleaners	maintain inventory of cleaning supplies	11
maids and housekeeping cleaners	restock toilet facilities' supplies	11
maids and housekeeping cleaners	work ergonomically	11
maids and housekeeping cleaners	handle chemical cleaning agents	11
maids and housekeeping cleaners	maintain cleaning equipment	11
maids and housekeeping cleaners	wash the laundry	11
maids and housekeeping cleaners	make the beds	11
maids and housekeeping cleaners	clean household linens	11
mail clerks and mail machine operators except postal service	operate mailing information systems	50,2
mail clerks and mail machine operators except postal service	apply information security policies	50,2
mail clerks and mail machine operators except postal service	organise mail deliveries	50,2
mail clerks and mail machine operators except postal service	record customers' personal data	50,2
mail clerks and mail machine operators except postal service	keep written records of cargo	50,2
mail clerks and mail machine operators except postal service	keep task records	50,2
mail clerks and mail machine operators except postal service	liaise with colleagues	50,2
mail clerks and mail machine operators except postal service	ensure the integrity of mail	50,2
mail clerks and mail machine operators except postal service	handle mail	50,2
mail clerks and mail machine operators except postal service	establish daily priorities	50,2
mail clerks and mail machine operators except postal service	keep records of customer interaction	50,2
mail clerks and mail machine operators except postal service	keep records of merchandise delivery	50,2
mail clerks and mail machine operators except postal service	maintain privacy of service users	50,2
mail clerks and mail machine operators except postal service	liaise with transportation companies	50,2
mail clerks and mail machine operators except postal service	differentiate types of packages	50,2
maintenance and repair workers general	work safely with machines	96,2
maintenance and repair workers general	advise on efficiency improvements	96,2
maintenance and repair workers general	conduct quality control analysis	96,2
maintenance and repair workers general	inspect machinery	96,2
maintenance and repair workers general	troubleshoot	96,2
maintenance and repair workers general	maintain machinery	96,2
maintenance and repair workers general	resolve equipment malfunctions	96,2
maintenance and repair workers general	write technical reports	96,2
maintenance and repair workers general	manage budgets	96,2
maintenance and repair workers general	use testing equipment	96,2
maintenance and repair workers general	perform machine maintenance	96,2
maintenance and repair workers general	perform test run	96,2
maintenance and repair workers general	create solutions to problems	96,2
maintenance and repair workers general	conduct routine machinery checks	96,2
maintenance and repair workers general	inspect industrial equipment	96,2
maintenance and repair workers general	maintain equipment	96,2
management analysts	align efforts towards business development	57,9
management analysts	conduct quantitative research	57,9
management analysts	build business relationships	57,9
management analysts	analyse external factors of companies	57,9
management analysts	advise on efficiency improvements	57,9
management analysts	identify undetected organisational needs	57,9
management analysts	interpret financial statements	57,9
management analysts	make strategic business decisions	57,9
management analysts	analyse internal factors of companies	57,9
management analysts	conduct qualitative research	57,9
management analysts	analyse financial performance of a company	57,9
management analysts	analyse business plans	57,9
management analysts	liaise with managers	57,9
management analysts	perform business analysis	57,9
market research analysts and marketing specialists	analyse economic trends	43,4
market research analysts and marketing specialists	identify potential markets for companies	43,4
market research analysts and marketing specialists	make strategic business decisions	43,4
market research analysts and marketing specialists	advise on market strategies	43,4
market research analysts and marketing specialists	prepare presentation material	43,4
market research analysts and marketing specialists	draw conclusions from market research results	43,4
market research analysts and marketing specialists	analyse consumer buying trends	43,4
market research analysts and marketing specialists	present reports	43,4
market research analysts and marketing specialists	analyse internal factors of companies	43,4
market research analysts and marketing specialists	identify market niches	43,4
market research analysts and marketing specialists	perform market research	43,4
market research analysts and marketing specialists	identify customer's needs	43,4
market research analysts and marketing specialists	prepare market research reports	43,4
market research analysts and marketing specialists	analyse market financial trends	43,4
market research analysts and marketing specialists	analyse external factors of companies	43,4
massage therapists	manage healthcare users' data	16,4
massage therapists	communicate with customers	16,4
massage therapists	empathise with the healthcare user	16,4
massage therapists	accept own accountability	16,4
massage therapists	maintain privacy of service users	16,4
massage therapists	apply massage therapy	16,4
massage therapists	identify customer's needs	16,4
massage therapists	maintain customer service	16,4
massage therapists	develop personalised massage plan	16,4
massage therapists	give massages	16,4
massage therapists	provide health education	16,4
massage therapists	maintain work area cleanliness	16,4
massage therapists	discuss the medical history of the healthcare user	16,4
massage therapists	maintain personal hygiene standards	16,4
massage therapists	work ergonomically	16,4
medical and health services managers	perform clinical coding procedures	30,3
medical and health services managers	use e-health and mobile health technologies	30,3
medical and health services managers	communicate in healthcare	30,3
medical and health services managers	oversee record management	30,3
medical and health services managers	manage digital archives	30,3
medical and health services managers	identify patients' medical records	30,3
medical and health services managers	archive healthcare users' records	30,3
medical and health services managers	apply organisational techniques	30,3
medical and health services managers	follow clinical guidelines	30,3
medical and health services managers	recruit employees	30,3
medical and health services managers	manage healthcare users' data	30,3
medical and health services managers	manage information in health care	30,3
medical and health services managers	work in multidisciplinary health teams	30,3
medical and health services managers	participate in medical records' auditing activities	30,3
medical and health services managers	use electronic health records management system	30,3
medical and health services managers	collect statistics on medical records	30,3
medical and health services managers	work in a multicultural environment in health care	30,3
medical and health services managers	evaluate employees	30,3
medical and health services managers	undertake clinical audit	30,3
medical and health services managers	supervise staff	30,3
medical and health services managers	comply with legislation related to health care	30,3
medical assistants	apply organisational techniques	7,3
medical assistants	manage budgets	7,3
medical assistants	use spreadsheets software	7,3
medical assistants	send medical samples	7,3
medical assistants	use communication techniques	7,3
medical assistants	type on electronic devices	7,3
medical assistants	maintain healthcare user data confidentiality	7,3
medical assistants	communicate by telephone	7,3
medical assistants	collect healthcare user's general data	7,3
medical assistants	answer patients' questions	7,3
medical assistants	manage personnel agenda	7,3
meeting convention and event planners	direct event administrative details	21,3
meeting convention and event planners	organise event participants' registration	21,3
meeting convention and event planners	evaluate events	21,3
meeting convention and event planners	supervise event staff	21,3
meeting convention and event planners	coordinate events	21,3
meeting convention and event planners	plan events	21,3
meeting convention and event planners	inspect event facilities	21,3
meeting convention and event planners	negotiate contracts with event providers	21,3
meeting convention and event planners	arrange event needs	21,3
meeting convention and event planners	educate on sustainable tourism	21,3
meeting convention and event planners	maintain event records	21,3
meeting convention and event planners	develop event topics	21,3
meeting convention and event planners	work with respect for own safety	21,3
meeting convention and event planners	confer with event staff	21,3
meeting convention and event planners	monitor event activities	21,3
meeting convention and event planners	review event bills	21,3
millwrights	perform test run	95
millwrights	perform maintenance on installed equipment	95
millwrights	secure working area	95
millwrights	conduct routine machinery checks	95
millwrights	use testing equipment	95
millwrights	inspect industrial equipment	95
millwrights	write records for repairs	95
millwrights	solve technical problems	95
millwrights	resolve equipment malfunctions	95
millwrights	troubleshoot	95
nurse practitioners	manage personal professional development	12,2
nurse practitioners	perform health assessment	12,2
nurse practitioners	work in a multicultural environment in health care	12,2
nurse practitioners	comply with quality standards related to healthcare practice	12,2
nurse practitioners	apply sustainability principles in health care	12,2
nurse practitioners	address problems critically	12,2
nurse practitioners	follow clinical guidelines	12,2
nurse practitioners	lead research activities in nursing	12,2
nurse practitioners	provide professional care in nursing	12,2
nurse practitioners	manage information in health care	12,2
nurse practitioners	accept own accountability	12,2
nurse practitioners	screen patients for disease risk factors	12,2
nurse practitioners	develop a collaborative therapeutic relationship	12,2
nurse practitioners	interact with healthcare users	12,2
nurse practitioners	use electronic health records in nursing	12,2
nurse practitioners	analyse quality of nurse care	12,2
nurse practitioners	apply person-centred care	12,2
nurse practitioners	use e-health and mobile health technologies	12,2
nurse practitioners	promote inclusion	12,2
nurse practitioners	adhere to organisational guidelines	12,2
nurse practitioners	implement policy in healthcare practices	12,2
nurse practitioners	apply nursing care in long-term care	12,2
nurse practitioners	adapt leadership styles in healthcare	12,2
nurse practitioners	respond to changing situations in health care	12,2
nurse practitioners	advise on healthy lifestyles	12,2
nurse practitioners	make clinical decisions	12,2
nurse practitioners	participate in health personnel training	12,2
nurse practitioners	empower individuals, families and groups	12,2
nurse practitioners	prescribe advanced nursing care	12,2
nurse practitioners	solve problems in healthcare	12,2
nurse practitioners	develop advanced health promotion strategies	12,2
nurse practitioners	mentor other health professionals	12,2
nurse practitioners	apply organisational techniques	12,2
nurse practitioners	prescribe medication	12,2
nurse practitioners	coordinate care	12,2
nurse practitioners	develop plans related to the transfer of care	12,2
nurse practitioners	advise on healthcare users' informed consent	12,2
nurse practitioners	deal with emergency care situations	12,2
nurse practitioners	implement fundamentals of nursing	12,2
nurse practitioners	organise homecare for patients	12,2
nurse practitioners	initiate life preserving measures	12,2
nurse practitioners	work in multidisciplinary health teams	12,2
nurse practitioners	apply context specific clinical competences	12,2
nurse practitioners	contribute to continuity of health care	12,2
nurse practitioners	implement nursing care	12,2
nurse practitioners	plan advanced nursing care	12,2
nurse practitioners	implement scientific decision making in healthcare	12,2
nurse practitioners	provide nursing advice on healthcare	12,2
nurse practitioners	provide treatment strategies for challenges to human health	12,2
nurse practitioners	listen actively	12,2
nurse practitioners	lead healthcare services changes	12,2
nurse practitioners	diagnose nursing care	12,2
nurse practitioners	ensure safety of healthcare users	12,2
nurse practitioners	comply with legislation related to health care	12,2
nurse practitioners	promote a positive image of nursing	12,2
nurse practitioners	clinical decision-making at advanced practice	12,2
nurse practitioners	diagnose advanced nursing care	12,2
nurse practitioners	inform policy makers on health-related challenges	12,2
nurse practitioners	carry out nurse-led discharge	12,2
nurse practitioners	evaluate nursing care	12,2
nurse practitioners	contribute to high level health strategic decisions	12,2
nurse practitioners	conduct research in advanced nursing care	12,2
nurse practitioners	promote human rights	12,2
nurse practitioners	have computer literacy	12,2
nurse practitioners	provide health education	12,2
nurse practitioners	empathise with the healthcare user	12,2
nurse practitioners	educate on the prevention of illness	12,2
occupational therapists	promote inclusion	12
occupational therapists	monitor patients' progress related to treatment	12
occupational therapists	empathise with the healthcare user	12
occupational therapists	assist healthcare users achieve autonomy	12
occupational therapists	use computer programs to improve patients' skills	12
occupational therapists	respond to changing situations in health care	12
occupational therapists	advise on healthcare users' informed consent	12
occupational therapists	follow clinical guidelines	12
occupational therapists	instruct on the use of special equipment for daily activities	12
occupational therapists	record healthcare users' progress related to treatment	12
occupational therapists	use techniques to increase patients' motivation	12
occupational therapists	assess risks for the elderly	12
occupational therapists	develop a rehabilitation programme	12
occupational therapists	advise healthcare users on occupational health	12
occupational therapists	comply with legislation related to health care	12
occupational therapists	identify the healthcare user’s personal capacity	12
occupational therapists	develop a collaborative therapeutic relationship	12
occupational therapists	perform patient activity analyses	12
occupational therapists	create individual treatment programmes	12
occupational therapists	ensure safety of healthcare users	12
occupational therapists	educate patient's relations on care	12
occupational therapists	apply techniques of occupational therapy	12
occupational therapists	work in multidisciplinary health teams	12
occupational therapists	educate on the prevention of illness	12
occupational therapists	inform policy makers on health-related challenges	12
occupational therapists	manage healthcare users' data	12
occupational therapists	interact with healthcare users	12
occupational therapists	provide health education	12
occupational therapists	apply context specific clinical competences	12
occupational therapists	work in a multicultural environment in health care	12
occupational therapists	encourage healthcare user's self-monitoring	12
occupational therapists	use e-health and mobile health technologies	12
occupational therapists	advise on environmental alterations	12
occupational therapists	undertake healthcare examination	12
occupational therapists	provide assistive technology	12
occupational therapists	deal with emergency care situations	12
occupational therapists	perform occupation analyses	12
occupational therapists	contribute to continuity of health care	12
occupational therapists	comply with quality standards related to healthcare practice	12
occupational therapists	communicate in healthcare	12
occupational therapists	remediate healthcare user's occupational performance	12
office clerks general	maintain correspondence records	17,3
office clerks general	deliver correspondence	17,3
office clerks general	manage digital documents	17,3
office clerks general	perform office routine activities	17,3
office clerks general	fill out forms	17,3
office clerks general	prepare correspondence for customers	17,3
office clerks general	process data	17,3
office clerks general	disseminate messages to people	17,3
office clerks general	handle mail	17,3
office clerks general	communicate with customers	17,3
office clerks general	facilitate access to information	17,3
office clerks general	handle delivered packages	17,3
office clerks general	organise facilities for office personnel	17,3
office clerks general	route correspondence to business departments	17,3
office clerks general	use office systems	17,3
office clerks general	use different communication channels	17,3
office clerks general	apply grammar and spelling rules	17,3
office clerks general	disseminate internal communications	17,3
office clerks general	file documents	17,3
office clerks general	communicate by telephone	17,3
office clerks general	align content with form	17,3
office clerks general	process commissioned instructions	17,3
office clerks general	use spreadsheets software	17,3
office clerks general	organise business documents	17,3
operating engineers and other construction equipment operators	conduct routine machinery checks	98,3
operating engineers and other construction equipment operators	perform machine maintenance	98,3
operating engineers and other construction equipment operators	resolve equipment malfunctions	98,3
operating engineers and other construction equipment operators	perform test run	98,3
operating engineers and other construction equipment operators	manage heavy equipment	98,3
operating engineers and other construction equipment operators	monitor heavy machinery	98,3
operating engineers and other construction equipment operators	operate soldering equipment	98,3
operating engineers and other construction equipment operators	record test data	98,3
operating engineers and other construction equipment operators	operate welding equipment	98,3
operating engineers and other construction equipment operators	consult technical resources	98,3
operating engineers and other construction equipment operators	use testing equipment	98,3
operating engineers and other construction equipment operators	keep heavy construction equipment in good condition	98,3
operations research analysts	analyse economic trends	57,3
operations research analysts	identify potential markets for companies	57,3
operations research analysts	make strategic business decisions	57,3
operations research analysts	advise on market strategies	57,3
operations research analysts	prepare presentation material	57,3
operations research analysts	draw conclusions from market research results	57,3
operations research analysts	analyse consumer buying trends	57,3
operations research analysts	present reports	57,3
operations research analysts	analyse internal factors of companies	57,3
operations research analysts	identify market niches	57,3
operations research analysts	perform market research	57,3
operations research analysts	identify customer's needs	57,3
operations research analysts	prepare market research reports	57,3
operations research analysts	analyse market financial trends	57,3
operations research analysts	analyse external factors of companies	57,3
order clerks	have computer literacy	46,7
order clerks	operate package processing equipment	46,7
order clerks	apply techniques for stacking goods into containers	46,7
order clerks	sort waste	46,7
order clerks	operate warehouse record systems	46,7
order clerks	stack goods	46,7
order clerks	operate weighing machine	46,7
order clerks	identify damaged goods before shipment	46,7
order clerks	check for damaged items	46,7
order clerks	load products for dispatch	46,7
order clerks	maintain stock control systems	46,7
order clerks	handle paperwork related to warehouse stock	46,7
order clerks	have spatial awareness	46,7
order clerks	stay alert	46,7
order clerks	perform cleaning duties	46,7
order clerks	lift heavy weights	46,7
order clerks	implement efficiency plans for logistics operations	46,7
order clerks	use rigging tools	46,7
order clerks	secure goods	46,7
order clerks	receive goods	46,7
order clerks	control of expenses	46,7
order clerks	monitor stock level	46,7
order clerks	clean industrial containers	46,7
order clerks	dispatch order processing	46,7
order clerks	follow stock control instructions	46,7
order clerks	maintain physical condition of warehouse	46,7
order clerks	use different communication channels	46,7
order clerks	assist in the movement of heavy loads	46,7
order clerks	pallets loading	46,7
order clerks	match goods with appropriate packaging according to security procedures	46,7
order clerks	use warehouse marking tools	46,7
order clerks	follow verbal instructions	46,7
order clerks	pick orders for dispatching	46,7
order clerks	manage warehouse inventory	46,7
order clerks	operate warehouse materials	46,7
order clerks	handle shipment paperwork	46,7
packaging and filling machine operators and tenders	execute working instructions	45,4
packaging and filling machine operators and tenders	monitor machine operations	45,4
packaging and filling machine operators and tenders	tend packaging machines	45,4
packaging and filling machine operators and tenders	apply GMP	45,4
packaging and filling machine operators and tenders	identify the factors causing changes in food during storage	45,4
packaging and filling machine operators and tenders	adhere to organisational guidelines	45,4
packaging and filling machine operators and tenders	operate weighing machine	45,4
packaging and filling machine operators and tenders	follow hygienic procedures during food processing	45,4
packaging and filling machine operators and tenders	work in conveyor belts in food manufacturing	45,4
packaging and filling machine operators and tenders	be at ease in unsafe environments	45,4
packaging and filling machine operators and tenders	apply requirements concerning manufacturing of food and beverages	45,4
packaging and filling machine operators and tenders	dispose non-food waste within the food industry	45,4
packaging and filling machine operators and tenders	ensure quality control in packaging	45,4
packaging and filling machine operators and tenders	operate package processing equipment	45,4
packaging and filling machine operators and tenders	check quality of products on the production line	45,4
packaging and filling machine operators and tenders	apply HACCP	45,4
packaging and filling machine operators and tenders	clean food and beverage machinery	45,4
packers and packagers hand	secure goods	45,2
packers and packagers hand	use packaging equipment	45,2
packers and packagers hand	comply with checklists	45,2
packers and packagers hand	follow written instructions	45,2
packers and packagers hand	pack goods	45,2
packers and packagers hand	lift heavy weights	45,2
packers and packagers hand	ensure correct goods labelling	45,2
painters construction and maintenance	use measurement instruments	91,1
painters construction and maintenance	protect surfaces during construction work	91,1
painters construction and maintenance	paint surfaces	91,1
painters construction and maintenance	remove paint	91,1
painters construction and maintenance	interpret 3D plans	91,1
painters construction and maintenance	dispose of non-hazardous waste	91,1
painters construction and maintenance	dispose of hazardous waste	91,1
painters construction and maintenance	inspect paintwork	91,1
painters construction and maintenance	work safely with chemicals	91,1
painters construction and maintenance	work ergonomically	91,1
painters construction and maintenance	use safety equipment in construction	91,1
painters construction and maintenance	snap chalk line	91,1
painters construction and maintenance	clean painting equipment	91,1
painters construction and maintenance	follow safety procedures when working at heights	91,1
painters construction and maintenance	prepare surface for painting	91,1
painters construction and maintenance	transport construction supplies	91,1
painters construction and maintenance	interpret 2D plans	91,1
painters construction and maintenance	sand between coats	91,1
painters construction and maintenance	inspect construction supplies	91,1
painters construction and maintenance	follow health and safety procedures in construction	91,1
parts salespersons	ensure parts packaging	88
parts salespersons	purchase vehicle parts	88
parts salespersons	provide customer follow-up services	88
parts salespersons	identify parts requested by customers	88
parts salespersons	carry out shipping orders for parts	88
parts salespersons	maintain work area cleanliness	88
parts salespersons	conduct evaluation of quality standards	88
parts salespersons	sell vehicle parts	88
parts salespersons	process payments	88
parts salespersons	analyse supplier's information on vehicle parts	88
parts salespersons	check vehicle parts on delivery	88
parts salespersons	process data	88
parts salespersons	keep stock records	88
parts salespersons	maintain relationship with customers	88
parts salespersons	gather information to substitute parts	88
parts salespersons	maintain relationship with suppliers	88
parts salespersons	organise vehicle parts storage	88
parts salespersons	maintain parts inventory	88
parts salespersons	load products for dispatch	88
payroll and timekeeping clerks	manage payroll	14,8
payroll and timekeeping clerks	check payrolls	14,8
payroll and timekeeping clerks	calculate wages	14,8
payroll and timekeeping clerks	prepare paychecks	14,8
payroll and timekeeping clerks	trace financial transactions	14,8
payroll and timekeeping clerks	carry out financial transactions	14,8
payroll and timekeeping clerks	examine budgets	14,8
payroll and timekeeping clerks	procure time sheet approval	14,8
personal care aides	accompany people	14,4
personal care aides	apply first response	14,4
personal care aides	iron textiles	14,4
personal care aides	keep company	14,4
personal care aides	wash the dishes	14,4
personal care aides	support individuals to adjust to physical disability	14,4
personal care aides	support social service users to live at home	14,4
personal care aides	assist disable passengers	14,4
personal care aides	prepare sandwiches	14,4
personal care aides	assist clients with special needs	14,4
personal care aides	wash the laundry	14,4
personal care aides	tend to elderly people	14,4
personal care aides	buy groceries	14,4
personal care aides	prepare ready-made dishes	14,4
personal care aides	provide in-home support for disabled individuals	14,4
personal care aides	evaluate older adults' ability to take care of themselves	14,4
personal care aides	monitor patient's health condition	14,4
personal care aides	make the beds	14,4
personal care aides	assist social service users with physical disabilities	14,4
personal financial advisors	enforce financial policies	67,9
personal financial advisors	strive for company growth	67,9
personal financial advisors	maintain relationship with customers	67,9
personal financial advisors	advise on investment	67,9
personal financial advisors	liaise with managers	67,9
personal financial advisors	provide financial product information	67,9
personal financial advisors	advise on financial matters	67,9
personal financial advisors	consult credit score	67,9
personal financial advisors	obtain financial information	67,9
personal financial advisors	offer financial services	67,9
personal financial advisors	apply technical communication skills	67,9
personal financial advisors	create a financial plan	67,9
personal financial advisors	follow company standards	67,9
personal financial advisors	plan health and safety procedures	67,9
personal financial advisors	identify customer's needs	67,9
personal financial advisors	prospect new customers	67,9
personal financial advisors	provide cost benefit analysis reports	67,9
pest control workers	spray pesticides	93,3
pest control workers	follow procedures to control substances hazardous to health	93,3
pest control workers	report on pest inspections	93,3
pest control workers	decide on infestation treatment type	93,3
pest control workers	identify infestation source	93,3
pest control workers	communicate with customers	93,3
pest control workers	use personal protection equipment	93,3
pest control workers	perform mathematical calculations in pest management	93,3
pharmacists	participate in medical inventory control	39,6
pharmacists	ensure safety of healthcare users	39,6
pharmacists	promote inclusion	39,6
pharmacists	work in a multicultural environment in health care	39,6
pharmacists	promote the transfer of knowledge	39,6
pharmacists	increase the impact of science on policy and society	39,6
pharmacists	supervise pharmaceutical staff	39,6
pharmacists	apply for research funding	39,6
pharmacists	interact professionally in research and professional environments	39,6
pharmacists	perform scientific research	39,6
pharmacists	ensure pharmacovigilance	39,6
pharmacists	accept own accountability	39,6
pharmacists	educate on the prevention of illness	39,6
pharmacists	follow procedures to control substances hazardous to health	39,6
pharmacists	ensure the appropriate supply in pharmacy	39,6
pharmacists	speak different languages	39,6
pharmacists	apply organisational techniques	39,6
pharmacists	apply research ethics and scientific integrity principles in research activities	39,6
pharmacists	maintain adequate medication storage conditions	39,6
pharmacists	develop a collaborative therapeutic relationship	39,6
pharmacists	refer healthcare users	39,6
pharmacists	prepare medication from prescription	39,6
pharmacists	monitor patients' medication	39,6
pharmacists	manage intellectual property rights	39,6
pharmacists	dispense medicines	39,6
pharmacists	test medicinal products	39,6
pharmacists	listen actively	39,6
pharmacists	obtain healthcare user's medical status information	39,6
pharmacists	ensure client orientation	39,6
pharmacists	use e-health and mobile health technologies	39,6
pharmacists	think analytically	39,6
pharmacists	mentor individuals	39,6
pharmacists	perform therapeutic drug monitoring	39,6
pharmacists	manage medical supply chains	39,6
pharmacists	promote inclusion in research	39,6
pharmacists	prepare doses of medication according to patient needs	39,6
pharmacists	respond to changing situations in health care	39,6
pharmacists	think abstractly	39,6
pharmacists	check information on prescriptions	39,6
pharmacists	manage medication safety issues	39,6
pharmacists	conduct research across disciplines	39,6
pharmacists	manage personal professional development	39,6
pharmacists	process medical insurance claims	39,6
pharmacists	manage healthcare users' data	39,6
pharmacists	inform policy makers on health-related challenges	39,6
pharmacists	provide pharmaceutical advice	39,6
pharmacists	maintain pharmacy records	39,6
pharmacists	empathise with the healthcare user	39,6
pharmacists	provide medicines information	39,6
pharmacists	deal with emergency care situations	39,6
pharmacists	advise on healthcare users' informed consent	39,6
pharmacists	comply with quality standards related to healthcare practice	39,6
pharmacists	manage research data	39,6
pharmacists	evaluate research activities	39,6
pharmacists	counsel healthcare users on medicines	39,6
pharmacists	communicate with customers	39,6
pharmacists	provide treatment strategies for challenges to human health	39,6
pharmacists	apply context specific clinical competences	39,6
pharmacists	synthesise information	39,6
pharmacists	adhere to organisational guidelines	39,6
pharmacists	communicate in healthcare	39,6
pharmacists	operate open source software	39,6
pharmacists	interact with healthcare users	39,6
pharmacists	comply with legislation related to health care	39,6
pharmacists	manage findable accessible interoperable and reusable data	39,6
pharmacists	manufacture medicines	39,6
pharmacists	communicate with a non-scientific audience	39,6
pharmacists	promote the participation of citizens in scientific and research activities	39,6
pharmacists	contribute to public health campaigns	39,6
pharmacists	demonstrate disciplinary expertise	39,6
pharmacists	provide health education	39,6
pharmacists	perform project management	39,6
pharmacists	manage open publications	39,6
pharmacists	publish academic research	39,6
pharmacists	work in multidisciplinary health teams	39,6
pharmacists	promote open innovation in research	39,6
pharmacists	handle the logistics of medicinal products	39,6
pharmacists	develop professional network with researchers and scientists	39,6
pharmacists	disseminate results to the scientific community	39,6
pharmacists	contribute to continuity of health care	39,6
pharmacists	draft scientific or academic papers and technical documentation	39,6
pharmacists	write scientific publications	39,6
pharmacists	follow clinical guidelines	39,6
pharmacists	evaluate scientific data concerning medicines	39,6
photographers	prepare personal work environment	50,7
photographers	operate a camera	50,7
photographers	develop an artistic framework	50,7
photographers	test photographic equipment	50,7
photographers	develop visual elements	50,7
photographers	set up cameras	50,7
photographers	select photographic equipment	50,7
photographers	set up photographic equipment	50,7
photographers	maintain photographic equipment	50,7
photographers	determine image composition	50,7
photographers	create artificial light	50,7
photographers	select auxiliary equipment for photographic work	50,7
photographers	license photo usage	50,7
photographers	create digital images	50,7
photographers	select photos	50,7
physical therapists	apply context specific clinical competences	32,1
physical therapists	advise on healthcare users' informed consent	32,1
physical therapists	provide physiotherapy diagnosis	32,1
physical therapists	contribute to the rehabilitation process	32,1
physical therapists	ensure safety of healthcare users	32,1
physical therapists	develop a collaborative therapeutic relationship	32,1
physical therapists	use e-health and mobile health technologies	32,1
physical therapists	formulate a treatment plan	32,1
physical therapists	develop plans related to client discharge	32,1
physical therapists	interpret medical results	32,1
physical therapists	develop therapeutic relationships	32,1
physical therapists	promote health and safety policies in health services	32,1
physical therapists	conduct physiotherapy assessment	32,1
physical therapists	manage healthcare users' data	32,1
physical therapists	adhere to health well-being and safety	32,1
